2000 2000
1076 1720 1
1076 1750 1
1076 1826 1
1076 1872 1
1076 1930 1
1078 182 1
1078 228 1
1078 245 1
1078 279 1
1078 287 1
1078 309 1
1078 365 1
1078 452 1
1078 480 1
1078 725 1
1078 750 1
1078 833 1
1078 844 1
1078 854 1
1078 865 1
1078 918 1
1078 922 1
1078 940 1
1078 991 1
1078 1051 1
1078 1063 1
1078 1070 1
1078 1076 1
1078 1078 1
1078 1096 1
1078 1272 1
1078 1302 1
1078 1322 1
1078 1375 1
1078 1408 1
1078 1428 1
1078 1439 1
1078 1473 1
1078 1720 1
1078 1750 1
1078 1826 1
1078 1872 1
1078 1930 1
1079 270 1
1079 659 1
1079 924 1
1079 1079 1
1079 1180 1
1079 1354 1
1079 1546 1
1079 1644 1
1079 1765 1
1079 1799 1
1080 55 1
1080 67 1
1080 75 1
1080 108 1
1080 131 1
1080 134 1
1080 179 1
1080 181 1
1080 191 1
1080 193 1
1080 194 1
1080 205 1
1080 256 1
1080 266 1
1080 269 1
1080 276 1
1080 279 1
1080 296 1
1080 301 1
1080 309 1
1080 320 1
1080 340 1
1080 412 1
1080 420 1
1080 439 1
1080 441 1
1080 507 1
1080 521 1
1080 559 1
1080 563 1
1080 618 1
1080 631 1
1080 757 1
1080 785 1
1080 828 1
1080 877 1
1080 890 1
1080 893 1
1080 920 1
1080 930 1
1080 950 1
1080 970 1
1080 989 1
1080 991 1
1080 1031 1
1080 1032 1
1080 1034 1
1080 1051 1
1080 1058 1
1080 1080 4
1080 1088 1
1080 1104 1
1080 1130 1
1080 1181 1
1080 1185 2
1080 1186 1
1080 1192 1
1080 1214 1
1080 1265 1
1080 1297 1
1080 1335 1
1080 1342 1
1080 1384 1
1080 1390 1
1080 1399 1
1080 1473 1
1080 1480 1
1080 1504 1
1080 1510 1
1080 1571 1
1080 1621 1
1080 1659 1
1080 1713 1
1080 1750 1
1080 1819 1
1080 1833 1
1080 1850 1
1080 1885 1
1080 1918 1
1080 1930 1
1080 1971 1
1083 43 1
1083 401 1
1083 507 1
1083 639 1
1083 690 1
1083 704 1
1083 785 1
1083 801 1
1083 852 1
1083 1032 1
1083 1083 1
1083 1135 1
1083 1162 1
1083 1286 1
1083 1563 1
1083 1578 1
1083 1724 1
1083 1866 1
1086 283 1
1086 337 1
1086 664 1
1086 732 1
1086 848 1
1086 849 1
1086 1086 1
1086 1180 1
1086 1312 1
1086 1329 1
1086 1687 1
1086 1692 1
1086 1710 1
1086 1898 1
1086 1902 1
1086 1958 1
1087 239 1
1087 320 1
1087 351 1
1087 616 1
1087 689 1
1087 875 1
1087 944 1
1087 946 1
1087 1047 1
1087 1087 2
1087 1106 1
1087 1583 1
1087 1659 1
1087 1740 1
1087 1773 1
1087 1793 1
1088 67 1
1088 75 1
1088 108 1
1088 131 1
1088 179 1
1088 193 1
1088 194 1
1088 205 1
1088 266 1
1088 269 1
1088 279 1
1088 296 1
1088 301 1
1088 340 1
1088 412 1
1088 420 1
1088 439 1
1088 441 1
1088 618 1
1088 757 1
1088 785 1
1088 828 1
1088 877 1
1088 890 1
1088 893 1
1088 920 1
1088 930 1
1088 989 1
1088 991 1
1088 1034 1
1088 1051 1
1088 1058 1
1088 1080 1
1088 1088 1
1088 1104 1
1088 1181 1
1088 1185 1
1088 1192 1
1088 1265 1
1088 1335 1
1088 1342 1
1088 1390 1
1088 1399 1
1088 1473 1
1088 1480 1
1088 1504 1
1088 1571 1
1088 1621 1
1088 1659 1
1088 1713 1
1088 1750 1
1088 1819 1
1088 1850 1
1088 1918 1
1088 1930 1
1088 1971 1
1090 971 1
1090 1090 1
1090 1583 1
1091 21 1
1091 132 1
1091 212 1
1091 303 1
1091 319 1
1091 340 1
1091 565 1
1091 801 1
1091 957 1
1091 960 1
1091 1051 1
1091 1091 1
1091 1126 1
1091 1218 1
1091 1309 1
1091 1531 1
1091 1596 1
1091 1726 1
1091 1944 1
1095 960 1
1095 1095 1
1095 1108 1
1095 1361 1
1096 182 1
1096 228 1
1096 245 1
1096 246 1
1096 269 1
1096 279 1
1096 287 2
1096 309 1
1096 365 1
1096 452 1
1096 480 1
1096 487 1
1096 570 1
1096 700 1
1096 712 1
1096 721 1
1096 725 1
1096 732 1
1096 750 1
1096 781 1
1096 821 1
1096 822 1
1096 833 1
1096 844 1
1096 851 1
1096 854 1
1096 865 1
1096 918 1
1096 922 1
1096 940 1
1096 947 1
1096 973 1
1096 991 1
1096 1051 1
1096 1063 1
1096 1070 1
1096 1076 1
1096 1078 1
1096 1096 3
1096 1161 1
1096 1272 2
1096 1302 1
1096 1307 1
1096 1322 1
1096 1325 1
1096 1375 1
1096 1395 1
1096 1408 1
1096 1428 1
1096 1439 1
1096 1465 1
1096 1467 1
1096 1473 1
1096 1510 1
1096 1567 1
1096 1650 1
1096 1713 1
1096 1720 1
1096 1750 1
1096 1826 1
1096 1837 1
1096 1845 1
1096 1859 1
1096 1872 1
1096 1930 1
1099 1099 1
1100 61 1
1100 248 1
1100 266 1
1100 374 1
1100 417 1
1100 820 1
1100 930 1
1100 1100 2
1100 1117 1
1100 1142 1
1100 1149 1
1100 1273 1
1100 1354 1
1100 1389 1
1100 1397 1
1100 1485 1
1100 1642 1
1100 1679 1
1100 1751 1
1100 1809 1
1100 1822 1
1101 1101 1
1101 1850 1
1102 109 1
1102 459 1
1102 594 1
1102 600 1
1102 1102 2
1102 1217 1
1102 1961 1
1104 67 1
1104 75 1
1104 108 1
1104 130 1
1104 131 1
1104 172 1
1104 179 1
1104 193 1
1104 194 1
1104 205 1
1104 266 1
1104 269 1
1104 279 1
1104 296 1
1104 301 1
1104 340 1
1104 412 1
1104 420 1
1104 439 1
1104 441 1
1104 497 1
1104 618 1
1104 757 1
1104 785 1
1104 828 1
1104 877 1
1104 890 1
1104 893 1
1104 920 1
1104 930 1
1104 950 1
1104 989 1
1104 991 1
1104 1007 1
1104 1034 1
1104 1051 1
1104 1058 1
1104 1080 1
1104 1088 1
1104 1104 2
1104 1142 1
1104 1181 1
1104 1185 1
1104 1192 1
1104 1236 1
1104 1265 1
1104 1308 1
1104 1316 1
1104 1335 1
1104 1342 1
1104 1390 1
1104 1399 1
1104 1473 1
1104 1479 1
1104 1480 1
1104 1504 1
1104 1571 1
1104 1621 1
1104 1659 1
1104 1713 1
1104 1750 1
1104 1819 1
1104 1850 1
1104 1918 1
1104 1930 1
1104 1971 1
1105 32 1
1105 1017 1
1105 1105 3
1105 1222 1
1105 1397 1
1106 17 1
1106 239 1
1106 256 1
1106 278 1
1106 320 1
1106 343 1
1106 351 1
1106 616 1
1106 689 1
1106 875 1
1106 944 1
1106 946 1
1106 1047 1
1106 1087 1
1106 1106 4
1106 1564 1
1106 1583 1
1106 1659 1
1106 1740 1
1106 1773 1
1106 1793 1
1108 960 1
1108 1095 1
1108 1108 2
1108 1361 1
1108 1562 1
1113 14 1
1113 106 1
1113 267 1
1113 384 1
1113 622 1
1113 748 1
1113 855 1
1113 965 1
1113 1069 1
1113 1113 4
1113 1177 1
1113 1457 1
1113 1513 1
1113 1753 3
1113 1881 1
1115 213 1
1115 220 1
1115 480 1
1115 582 1
1115 621 1
1115 748 1
1115 791 1
1115 1004 1
1115 1115 1
1115 1284 1
1115 1313 1
1115 1424 1
1115 1486 1
1115 1539 1
1115 1972 1
1117 61 1
1117 248 1
1117 266 1
1117 374 1
1117 820 1
1117 1100 1
1117 1117 1
1117 1142 1
1117 1149 1
1117 1273 1
1117 1354 1
1117 1397 1
1117 1485 1
1117 1679 1
1117 1751 1
1117 1809 1
1117 1822 1
1118 10 1
1118 38 1
1118 63 1
1118 65 1
1118 102 1
1118 179 1
1118 213 1
1118 303 1
1118 348 1
1118 395 1
1118 407 1
1118 431 1
1118 436 1
1118 517 1
1118 519 1
1118 657 1
1118 811 1
1118 822 1
1118 827 1
1118 844 1
1118 856 1
1118 865 1
1118 891 1
1118 928 1
1118 933 1
1118 990 1
1118 995 1
1118 1040 1
1118 1118 2
1118 1190 1
1118 1192 1
1118 1223 1
1118 1252 1
1118 1331 1
1118 1361 1
1118 1439 1
1118 1441 1
1118 1659 1
1118 1677 1
1118 1757 1
1118 1783 1
1118 1903 1
1118 1972 1
1119 94 1
1119 236 1
1119 291 1
1119 316 1
1119 327 1
1119 383 1
1119 431 1
1119 450 1
1119 547 1
1119 620 1
1119 654 1
1119 720 1
1119 735 1
1119 746 1
1119 770 1
1119 812 1
1119 830 1
1119 903 1
1119 1007 1
1119 1015 1
1119 1119 1
1119 1134 1
1119 1157 1
1119 1238 1
1119 1440 1
1119 1542 1
1119 1557 1
1119 1595 1
1119 1634 1
1119 1650 1
1119 1695 1
1119 1716 1
1119 1729 1
1119 1739 1
1119 1773 1
1119 1811 1
1119 1855 1
1121 47 1
1121 180 1
1121 229 1
1121 282 1
1121 416 1
1121 461 1
1121 810 1
1121 847 1
1121 1033 1
1121 1121 1
1121 1136 1
1121 1148 1
1121 1349 1
1121 1400 1
1121 1502 1
1121 1508 1
1121 1719 1
1121 1742 1
1121 1757 1
1125 1125 1
1125 1813 1
1126 21 1
1126 132 1
1126 212 1
1126 303 1
1126 319 1
1126 340 1
1126 565 1
1126 801 1
1126 957 1
1126 960 1
1126 1051 1
1126 1091 1
1126 1126 1
1126 1218 1
1126 1309 1
1126 1531 1
1126 1596 1
1126 1726 1
1126 1944 1
1127 194 1
1127 831 1
1127 1127 1
1127 1945 1
1130 55 1
1130 134 1
1130 181 1
1130 191 1
1130 256 1
1130 309 1
1130 320 1
1130 507 1
1130 521 1
1130 563 1
1130 631 1
1130 950 1
1130 1032 1
1130 1080 1
1130 1130 1
1130 1185 1
1130 1186 1
1130 1214 1
1130 1384 1
1130 1510 1
1134 60 1
1134 83 1
1134 94 1
1134 236 2
1134 247 1
1134 260 1
1134 291 1
1134 299 1
1134 316 1
1134 327 1
1134 383 1
1134 430 1
1134 431 1
1134 450 1
1134 491 1
1134 547 1
1134 620 1
1134 654 1
1134 689 1
1134 720 1
1134 735 1
1134 746 1
1134 756 1
1134 770 1
1134 812 1
1134 830 1
1134 903 1
1134 918 1
1134 1007 1
1134 1015 1
1134 1119 1
1134 1134 4
1134 1157 1
1134 1167 1
1134 1233 1
1134 1238 1
1134 1313 1
1134 1341 1
1134 1428 1
1134 1440 1
1134 1542 1
1134 1557 1
1134 1583 1
1134 1595 1
1134 1600 1
1134 1604 1
1134 1634 1
1134 1650 1
1134 1695 1
1134 1716 1
1134 1721 1
1134 1729 1
1134 1739 1
1134 1773 1
1134 1791 1
1134 1809 1
1134 1811 1
1134 1855 1
1134 1955 1
1134 1969 1
1134 1997 1
1135 43 1
1135 401 1
1135 507 1
1135 639 1
1135 690 1
1135 704 1
1135 785 1
1135 801 1
1135 852 1
1135 1032 1
1135 1083 1
1135 1135 1
1135 1162 1
1135 1286 1
1135 1563 1
1135 1578 1
1135 1724 1
1135 1866 1
1136 47 1
1136 180 1
1136 222 1
1136 229 1
1136 276 1
1136 282 1
1136 416 1
1136 461 1
1136 475 1
1136 570 1
1136 722 1
1136 767 1
1136 810 1
1136 827 1
1136 847 1
1136 949 1
1136 952 1
1136 1019 1
1136 1033 2
1136 1041 1
1136 1121 1
1136 1136 5
1136 1148 1
1136 1303 1
1136 1349 1
1136 1400 1
1136 1502 1
1136 1508 1
1136 1576 1
1136 1579 1
1136 1593 1
1136 1646 1
1136 1719 1
1136 1742 1
1136 1757 1
1136 1903 1
1136 1959 1
1137 1137 1
1138 1138 1
1139 1139 1
1141 1141 1
1141 1189 1
1141 1510 1
1141 1646 1
1141 1758 1
1141 1943 1
1142 61 1
1142 130 1
1142 172 1
1142 243 1
1142 248 1
1142 266 1
1142 268 1
1142 374 1
1142 389 1
1142 497 1
1142 626 1
1142 820 1
1142 950 1
1142 1007 1
1142 1100 1
1142 1104 1
1142 1117 1
1142 1142 3
1142 1149 1
1142 1236 1
1142 1273 1
1142 1308 1
1142 1316 1
1142 1354 1
1142 1366 1
1142 1397 1
1142 1479 1
1142 1485 1
1142 1679 1
1142 1751 1
1142 1809 1
1142 1822 1
1142 1876 1
1142 1928 1
1142 1976 1
1142 1991 1
1144 1144 1
1147 1147 1
1148 47 1
1148 180 1
1148 229 1
1148 282 1
1148 416 1
1148 461 1
1148 810 1
1148 847 1
1148 1033 1
1148 1121 1
1148 1136 1
1148 1148 1
1148 1349 1
1148 1400 1
1148 1502 1
1148 1508 1
1148 1719 1
1148 1742 1
1148 1757 1
1149 61 1
1149 248 1
1149 266 1
1149 374 1
1149 820 1
1149 1100 1
1149 1117 1
1149 1142 1
1149 1149 2
1149 1273 1
1149 1354 1
1149 1397 1
1149 1485 1
1149 1679 1
1149 1751 1
1149 1809 1
1149 1822 1
1150 1150 1
1151 27 1
1151 73 1
1151 165 1
1151 239 1
1151 375 1
1151 421 1
1151 596 1
1151 609 1
1151 781 1
1151 1006 1
1151 1151 1
1151 1508 1
1151 1994 1
1153 169 1
1153 417 1
1153 630 1
1153 797 1
1153 855 1
1153 892 1
1153 1153 2
1153 1441 1
1153 1535 1
1153 1883 1
1153 1977 1
1154 0 1
1154 111 1
1154 214 1
1154 579 1
1154 620 1
1154 779 1
1154 1154 1
1154 1384 1
1154 1640 1
1154 1657 1
1154 1734 1
1154 1808 1
1155 888 1
1155 1155 1
1155 1216 1
1155 1694 1
1157 94 1
1157 236 1
1157 291 1
1157 316 1
1157 327 1
1157 383 1
1157 431 1
1157 450 1
1157 547 1
1157 620 1
1157 654 1
1157 720 1
1157 735 1
1157 746 1
1157 770 1
1157 812 1
1157 830 1
1157 903 1
1157 1007 1
1157 1015 1
1157 1119 1
1157 1134 1
1157 1157 1
1157 1238 1
1157 1440 1
1157 1542 1
1157 1557 1
1157 1595 1
1157 1634 1
1157 1650 1
1157 1695 1
1157 1716 1
1157 1729 1
1157 1739 1
1157 1773 1
1157 1811 1
1157 1855 1
1161 246 1
1161 269 1
1161 287 1
1161 487 1
1161 700 1
1161 712 1
1161 721 1
1161 732 1
1161 781 1
1161 822 1
1161 828 1
1161 851 1
1161 885 1
1161 973 1
1161 1002 1
1161 1096 1
1161 1161 2
1161 1272 1
1161 1307 1
1161 1325 1
1161 1388 1
1161 1395 1
1161 1465 1
1161 1467 1
1161 1510 1
1161 1650 1
1161 1713 1
1161 1845 1
1161 1859 1
1161 1946 1
1162 43 1
1162 401 1
1162 507 1
1162 639 1
1162 690 1
1162 704 1
1162 785 1
1162 801 1
1162 852 1
1162 1032 1
1162 1083 1
1162 1135 1
1162 1162 1
1162 1286 1
1162 1563 1
1162 1578 1
1162 1724 1
1162 1866 1
1167 83 1
1167 247 1
1167 260 1
1167 430 1
1167 491 1
1167 689 1
1167 1134 1
1167 1167 1
1167 1233 1
1167 1313 1
1167 1341 1
1167 1583 1
1167 1600 1
1167 1721 1
1167 1809 1
1167 1997 1
1172 43 1
1172 151 1
1172 161 1
1172 327 1
1172 464 1
1172 651 1
1172 668 1
1172 691 1
1172 700 1
1172 740 1
1172 750 1
1172 805 1
1172 831 1
1172 1172 1
1172 1238 1
1172 1239 1
1172 1311 1
1172 1480 1
1172 1494 1
1172 1529 1
1172 1657 1
1172 1726 1
1172 1944 1
1172 1966 1
1172 1997 1
1173 39 1
1173 279 1
1173 364 1
1173 694 1
1173 928 1
1173 1173 1
1175 1175 1
1177 448 1
1177 965 1
1177 1063 1
1177 1113 1
1177 1177 3
1177 1188 1
1177 1251 1
1177 1643 1
1177 1753 1
1177 1830 1
1178 1178 1
1179 87 1
1179 124 1
1179 165 1
1179 167 1
1179 1179 2
1179 1677 1
1179 1822 1
1179 1974 1
1180 270 1
1180 283 1
1180 337 1
1180 659 1
1180 664 1
1180 732 1
1180 848 1
1180 849 1
1180 924 1
1180 1079 1
1180 1086 1
1180 1180 2
1180 1312 1
1180 1329 1
1180 1354 1
1180 1546 1
1180 1644 1
1180 1687 1
1180 1692 1
1180 1710 1
1180 1765 1
1180 1799 1
1180 1898 1
1180 1902 1
1180 1958 1
1181 67 1
1181 75 1
1181 108 1
1181 131 1
1181 179 1
1181 193 1
1181 194 1
1181 205 1
1181 266 1
1181 269 1
1181 279 1
1181 296 1
1181 301 1
1181 340 1
1181 412 1
1181 420 1
1181 439 1
1181 441 1
1181 618 1
1181 757 1
1181 785 1
1181 828 1
1181 877 1
1181 890 1
1181 893 1
1181 920 1
1181 930 1
1181 989 1
1181 991 1
1181 1034 1
1181 1051 1
1181 1058 1
1181 1080 1
1181 1088 1
1181 1104 1
1181 1181 1
1181 1185 1
1181 1192 1
1181 1265 1
1181 1335 1
1181 1342 1
1181 1390 1
1181 1399 1
1181 1473 1
1181 1480 1
1181 1504 1
1181 1571 1
1181 1621 1
1181 1659 1
1181 1713 1
1181 1750 1
1181 1819 1
1181 1850 1
1181 1918 1
1181 1930 1
1181 1971 1
1182 83 1
1182 141 1
1182 173 1
1182 405 1
1182 591 1
1182 720 1
1182 852 1
1182 963 1
1182 1064 1
1182 1182 2
1182 1225 1
1182 1268 1
1182 1428 1
1182 1839 1
1182 1899 1
1185 55 1
1185 67 1
1185 75 1
1185 108 1
1185 131 1
1185 134 1
1185 179 1
1185 181 1
1185 191 1
1185 193 1
1185 194 1
1185 205 1
1185 256 1
1185 266 1
1185 269 1
1185 279 1
1185 296 1
1185 301 1
1185 309 1
1185 320 1
1185 340 1
1185 412 1
1185 420 1
1185 439 1
1185 441 1
1185 507 1
1185 521 1
1185 563 1
1185 618 1
1185 631 1
1185 757 1
1185 785 1
1185 828 1
1185 877 1
1185 890 1
1185 893 1
1185 920 1
1185 930 1
1185 950 1
1185 989 1
1185 991 1
1185 1032 1
1185 1034 1
1185 1051 1
1185 1058 1
1185 1080 2
1185 1088 1
1185 1104 1
1185 1130 1
1185 1181 1
1185 1185 3
1185 1186 1
1185 1192 1
1185 1214 1
1185 1265 1
1185 1335 1
1185 1342 1
1185 1384 1
1185 1390 1
1185 1399 1
1185 1473 1
1185 1480 1
1185 1504 1
1185 1510 1
1185 1571 1
1185 1621 1
1185 1659 1
1185 1713 1
1185 1750 1
1185 1819 1
1185 1850 1
1185 1918 1
1185 1930 1
1185 1971 1
1186 55 1
1186 134 1
1186 181 1
1186 191 1
1186 256 1
1186 309 1
1186 320 1
1186 507 1
1186 521 1
1186 563 1
1186 631 1
1186 950 1
1186 1032 1
1186 1080 1
1186 1130 1
1186 1185 1
1186 1186 1
1186 1214 1
1186 1384 1
1186 1510 1
1188 1063 1
1188 1177 1
1188 1188 1
1188 1251 1
1188 1643 1
1188 1830 1
1189 75 1
1189 113 1
1189 172 1
1189 231 1
1189 260 2
1189 289 1
1189 382 1
1189 512 1
1189 531 1
1189 585 1
1189 592 1
1189 593 1
1189 694 1
1189 710 1
1189 905 1
1189 947 1
1189 1074 1
1189 1141 1
1189 1189 4
1189 1263 1
1189 1304 1
1189 1329 1
1189 1393 1
1189 1428 1
1189 1432 1
1189 1448 1
1189 1510 1
1189 1591 1
1189 1646 1
1189 1666 1
1189 1695 1
1189 1729 1
1189 1735 1
1189 1758 1
1189 1809 1
1189 1833 1
1189 1860 1
1189 1872 1
1189 1905 1
1189 1914 1
1189 1928 1
1189 1943 1
1189 1967 1
1190 13 1
1190 38 1
1190 63 1
1190 65 1
1190 102 1
1190 179 1
1190 213 1
1190 293 1
1190 303 1
1190 348 1
1190 395 1
1190 407 1
1190 431 1
1190 436 1
1190 519 1
1190 657 1
1190 811 1
1190 822 1
1190 827 1
1190 844 1
1190 856 1
1190 865 1
1190 891 1
1190 928 1
1190 933 1
1190 990 1
1190 995 1
1190 1040 1
1190 1118 1
1190 1190 3
1190 1192 1
1190 1223 1
1190 1252 1
1190 1331 1
1190 1361 1
1190 1439 1
1190 1441 1
1190 1659 1
1190 1677 1
1190 1732 1
1190 1757 1
1190 1783 1
1190 1903 2
1190 1972 1
1192 38 1
1192 63 1
1192 65 1
1192 67 1
1192 75 1
1192 102 1
1192 108 1
1192 131 1
1192 179 2
1192 193 1
1192 194 1
1192 205 1
1192 213 1
1192 266 1
1192 269 1
1192 279 1
1192 296 1
1192 301 1
1192 303 1
1192 340 1
1192 348 1
1192 395 1
1192 407 1
1192 412 1
1192 420 1
1192 431 1
1192 436 1
1192 439 1
1192 441 1
1192 519 1
1192 618 1
1192 657 1
1192 757 1
1192 785 1
1192 811 1
1192 822 1
1192 827 1
1192 828 1
1192 844 1
1192 856 1
1192 865 1
1192 877 1
1192 890 1
1192 891 1
1192 893 1
1192 920 1
1192 928 1
1192 930 1
1192 933 1
1192 989 1
1192 990 1
1192 991 1
1192 995 1
1192 1034 1
1192 1040 1
1192 1051 1
1192 1058 1
1192 1080 1
1192 1088 1
1192 1104 1
1192 1118 1
1192 1181 1
1192 1185 1
1192 1190 1
1192 1192 2
1192 1223 1
1192 1252 1
1192 1265 1
1192 1331 1
1192 1335 1
1192 1342 1
1192 1361 1
1192 1390 1
1192 1399 1
1192 1439 1
1192 1441 1
1192 1473 1
1192 1480 1
1192 1504 1
1192 1571 1
1192 1621 1
1192 1659 2
1192 1677 1
1192 1713 1
1192 1750 1
1192 1757 1
1192 1783 1
1192 1819 1
1192 1850 1
1192 1903 1
1192 1918 1
1192 1930 1
1192 1971 1
1192 1972 1
1194 301 1
1194 824 1
1194 872 1
1194 1194 1
1194 1244 1
1194 1558 1
1194 1771 1
1194 1891 1
1194 1948 1
1197 496 1
1197 736 1
1197 756 1
1197 968 1
1197 1197 1
1197 1519 1
1197 1722 1
1197 1727 1
1197 1887 1
1203 9 1
1203 1203 1
1203 1504 1
1208 1008 1
1208 1208 1
1209 219 1
1209 1209 1
1209 1522 1
1209 1861 1
1211 38 1
1211 1211 3
1211 1509 1
1211 1592 1
1213 66 1
1213 92 1
1213 408 1
1213 473 1
1213 504 1
1213 811 1
1213 1004 1
1213 1213 1
1213 1215 1
1213 1273 1
1213 1277 1
1213 1337 1
1213 1729 1
1214 55 1
1214 134 1
1214 181 1
1214 191 1
1214 256 1
1214 309 1
1214 320 1
1214 507 1
1214 521 1
1214 563 1
1214 631 1
1214 950 1
1214 1032 1
1214 1080 1
1214 1130 1
1214 1185 1
1214 1186 1
1214 1214 2
1214 1384 1
1214 1510 1
1215 66 1
1215 92 1
1215 408 1
1215 473 1
1215 504 1
1215 811 1
1215 1004 1
1215 1213 1
1215 1215 2
1215 1273 1
1215 1277 1
1215 1337 1
1215 1729 1
1216 85 1
1216 132 1
1216 182 1
1216 288 1
1216 301 1
1216 456 1
1216 471 1
1216 589 1
1216 703 1
1216 735 1
1216 817 1
1216 888 1
1216 947 1
1216 953 1
1216 1155 1
1216 1216 3
1216 1390 1
1216 1396 1
1216 1397 1
1216 1472 1
1216 1694 1
1216 1781 1
1217 109 1
1217 459 1
1217 594 1
1217 1102 1
1217 1217 1
1217 1961 1
1218 21 1
1218 132 1
1218 212 1
1218 303 1
1218 319 1
1218 340 1
1218 555 1
1218 565 1
1218 801 1
1218 858 1
1218 957 1
1218 960 1
1218 1051 1
1218 1091 1
1218 1126 1
1218 1218 2
1218 1309 1
1218 1531 1
1218 1596 1
1218 1726 1
1218 1880 1
1218 1944 1
1219 23 1
1219 212 1
1219 244 1
1219 473 1
1219 521 1
1219 674 1
1219 689 1
1219 817 1
1219 841 1
1219 947 1
1219 950 1
1219 1007 1
1219 1074 1
1219 1219 2
1219 1269 1
1219 1316 1
1219 1395 1
1219 1473 1
1219 1533 1
1219 1602 1
1219 1684 1
1219 1698 1
1219 1810 1
1219 1833 1
1219 1998 1
1222 32 1
1222 1017 1
1222 1105 1
1222 1222 1
1223 38 1
1223 63 1
1223 65 1
1223 102 1
1223 179 1
1223 213 1
1223 303 1
1223 348 1
1223 395 1
1223 407 1
1223 431 1
1223 436 1
1223 519 1
1223 657 1
1223 811 1
1223 822 1
1223 827 1
1223 844 1
1223 856 1
1223 865 1
1223 891 1
1223 928 1
1223 933 1
1223 990 1
1223 995 1
1223 1040 1
1223 1118 1
1223 1190 1
1223 1192 1
1223 1223 2
1223 1252 1
1223 1331 1
1223 1361 1
1223 1439 1
1223 1441 1
1223 1659 1
1223 1677 1
1223 1757 1
1223 1783 1
1223 1903 1
1223 1972 1
1225 83 1
1225 141 1
1225 173 1
1225 405 1
1225 591 1
1225 720 1
1225 852 1
1225 963 1
1225 1064 1
1225 1182 1
1225 1225 1
1225 1268 1
1225 1428 1
1225 1839 1
1225 1899 1
1229 690 1
1229 1229 1
1229 1421 1
1229 1738 1
1233 83 1
1233 247 1
1233 260 1
1233 430 1
1233 491 1
1233 689 1
1233 1134 1
1233 1167 1
1233 1233 1
1233 1313 1
1233 1341 1
1233 1583 1
1233 1600 1
1233 1721 1
1233 1809 1
1233 1997 1
1235 1235 2
1235 1716 1
1236 130 1
1236 172 1
1236 497 1
1236 950 1
1236 1007 1
1236 1104 1
1236 1142 1
1236 1236 1
1236 1308 1
1236 1316 1
1236 1479 1
1238 42 1
1238 43 1
1238 94 1
1238 151 1
1238 153 1
1238 161 1
1238 236 1
1238 237 1
1238 291 1
1238 316 1
1238 327 2
1238 383 1
1238 431 1
1238 450 1
1238 464 1
1238 547 1
1238 620 1
1238 651 1
1238 654 1
1238 668 1
1238 691 1
1238 700 1
1238 720 1
1238 735 1
1238 740 1
1238 746 1
1238 750 1
1238 770 1
1238 805 1
1238 812 1
1238 830 1
1238 831 1
1238 886 1
1238 903 1
1238 938 1
1238 1007 1
1238 1015 1
1238 1119 1
1238 1134 1
1238 1157 1
1238 1172 1
1238 1238 3
1238 1239 1
1238 1311 1
1238 1366 1
1238 1440 1
1238 1480 1
1238 1494 1
1238 1529 1
1238 1542 1
1238 1557 1
1238 1595 1
1238 1634 1
1238 1650 1
1238 1657 1
1238 1683 1
1238 1695 1
1238 1716 1
1238 1726 1
1238 1729 1
1238 1739 1
1238 1773 1
1238 1811 1
1238 1855 1
1238 1907 1
1238 1944 1
1238 1966 1
1238 1997 1
1239 43 1
1239 151 1
1239 161 1
1239 167 1
1239 225 1
1239 327 1
1239 331 1
1239 464 1
1239 651 1
1239 668 1
1239 691 1
1239 700 1
1239 740 1
1239 750 1
1239 805 1
1239 831 1
1239 1172 1
1239 1238 1
1239 1239 2
1239 1311 1
1239 1480 1
1239 1494 1
1239 1529 1
1239 1657 1
1239 1716 1
1239 1726 1
1239 1944 1
1239 1966 1
1239 1997 1
1240 212 1
1240 654 1
1240 721 1
1240 1240 1
1243 292 1
1243 470 1
1243 1243 2
1243 1418 1
1243 1565 1
1244 301 1
1244 824 1
1244 872 1
1244 1194 1
1244 1244 1
1244 1558 1
1244 1771 1
1244 1891 1
1244 1948 1
1245 480 1
1245 744 1
1245 885 1
1245 958 1
1245 1072 1
1245 1076 1
1245 1245 2
1245 1265 1
1248 820 1
1248 1248 1
1249 17 1
1249 20 1
1249 29 1
1249 98 1
1249 182 1
1249 256 1
1249 343 1
1249 507 1
1249 525 1
1249 578 1
1249 589 1
1249 697 1
1249 781 1
1249 809 1
1249 933 1
1249 959 1
1249 997 1
1249 1027 1
1249 1038 1
1249 1249 3
1249 1389 1
1249 1441 1
1249 1474 1
1249 1511 1
1249 1700 1
1249 1830 1
1249 1848 1
1251 1063 1
1251 1177 1
1251 1188 1
1251 1251 2
1251 1643 1
1251 1830 1
1252 38 1
1252 63 1
1252 65 1
1252 102 1
1252 179 1
1252 213 1
1252 303 1
1252 348 1
1252 395 1
1252 407 1
1252 431 1
1252 436 1
1252 519 1
1252 657 1
1252 811 1
1252 822 1
1252 827 1
1252 844 1
1252 856 1
1252 865 1
1252 891 1
1252 928 1
1252 933 1
1252 990 1
1252 995 1
1252 1040 1
1252 1118 1
1252 1190 1
1252 1192 1
1252 1223 1
1252 1252 1
1252 1331 1
1252 1361 1
1252 1439 1
1252 1441 1
1252 1659 1
1252 1677 1
1252 1757 1
1252 1783 1
1252 1903 1
1252 1972 1
